OBJECTID,Borough,Type,Provider,Latitude,Longitude,Location_T,City,BoroCode,NTACode
610,BK,Free,LinkNYC - Citybridge,40.664166,-73.95092,Outdoor Kiosk,Brooklyn,3,BK63
611,BK,Free,LinkNYC - Citybridge,40.668156,-73.958801,Outdoor Kiosk,Brooklyn,3,BK63
612,BK,Free,LinkNYC - Citybridge,40.669167,-73.950502,Outdoor Kiosk,Brooklyn,3,BK63
613,BK,Free,LinkNYC - Citybridge,40.662438,-73.950605,Outdoor Kiosk,Brooklyn,3,BK60
614,BK,Free,LinkNYC - Citybridge,40.654704,-73.959568,Outdoor Kiosk,Brooklyn,3,BK60
615,BK,Free,LinkNYC - Citybridge,40.652457,-73.959115,Outdoor Kiosk,Brooklyn,3,BK60
616,BK,Free,LinkNYC - Citybridge,40.643941,-73.95799,Outdoor Kiosk,Brooklyn,3,BK42
617,BK,Free,LinkNYC - Citybridge,40.645231,-73.95814,Outdoor Kiosk,Brooklyn,3,BK42
618,BK,Free,LinkNYC - Citybridge,40.650029,-73.958502,Outdoor Kiosk,Brooklyn,3,BK95
619,BK,Free,LinkNYC - Citybridge,40.646179,-73.958203,Outdoor Kiosk,Brooklyn,3,BK42
620,BK,Free,LinkNYC - Citybridge,40.649115,-73.958291,Outdoor Kiosk,Brooklyn,3,BK95
621,BK,Free,LinkNYC - Citybridge,40.678354,-73.911008,Outdoor Kiosk,Brooklyn,3,BK79
622,BK,Free,LinkNYC - Citybridge,40.678312,-73.910253,Outdoor Kiosk,Brooklyn,3,BK79
623,BK,Free,LinkNYC - Citybridge,40.678036,-73.90762,Outdoor Kiosk,Brooklyn,3,BK79
624,BK,Free,LinkNYC - Citybridge,40.651027,-73.946513,Outdoor Kiosk,Brooklyn,3,BK95
625,BK,Free,LinkNYC - Citybridge,40.652771,-73.94987,Outdoor Kiosk,Brooklyn,3,BK60
626,BX,Free,LinkNYC - Citybridge,40.817926,-73.915262,Outdoor Kiosk,Bronx,2,BX34
627,BX,Free,LinkNYC - Citybridge,40.816751,-73.922955,Outdoor Kiosk,Bronx,2,BX34
628,BX,Free,LinkNYC - Citybridge,40.817446,-73.915574,Outdoor Kiosk,Bronx,2,BX34
629,BX,Free,LinkNYC - Citybridge,40.817235,-73.915829,Outdoor Kiosk,Bronx,2,BX34
630,BX,Free,LinkNYC - Citybridge,40.817141,-73.916208,Outdoor Kiosk,Bronx,2,BX34
631,BX,Free,LinkNYC - Citybridge,40.816679,-73.916483,Outdoor Kiosk,Bronx,2,BX34
632,BX,Free,LinkNYC - Citybridge,40.818676,-73.928165,Outdoor Kiosk,Bronx,2,BX63
633,BX,Free,LinkNYC - Citybridge,40.81856,-73.9143,Outdoor Kiosk,Bronx,2,BX34
634,BX,Free,LinkNYC - Citybridge,40.818461,-73.914684,Outdoor Kiosk,Bronx,2,BX34
635,BX,Free,LinkNYC - Citybridge,40.819568,-73.913388,Outdoor Kiosk,Bronx,2,BX34
636,BX,Free,LinkNYC - Citybridge,40.81886,-73.914242,Outdoor Kiosk,Bronx,2,BX34
637,BX,Free,LinkNYC - Citybridge,40.816692,-73.919637,Outdoor Kiosk,Bronx,2,BX34
638,BX,Free,LinkNYC - Citybridge,40.821437,-73.912327,Outdoor Kiosk,Bronx,2,BX34
639,BX,Free,LinkNYC - Citybridge,40.818886,-73.929213,Outdoor Kiosk,Bronx,2,BX63
640,BX,Free,LinkNYC - Citybridge,40.817512,-73.928886,Outdoor Kiosk,Bronx,2,BX63
641,BX,Free,LinkNYC - Citybridge,40.816752,-73.929243,Outdoor Kiosk,Bronx,2,BX63
642,BX,Free,LinkNYC - Citybridge,40.813595,-73.9304,Outdoor Kiosk,Bronx,2,BX63
643,BX,Free,LinkNYC - Citybridge,40.815039,-73.929885,Outdoor Kiosk,Bronx,2,BX63
644,BX,Free,LinkNYC - Citybridge,40.81431,-73.930217,Outdoor Kiosk,Bronx,2,BX63
645,BX,Free,LinkNYC - Citybridge,40.808544,-73.929074,Outdoor Kiosk,Bronx,2,BX39
646,BX,Free,LinkNYC - Citybridge,40.812253,-73.928665,Outdoor Kiosk,Bronx,2,BX39
647,BX,Free,LinkNYC - Citybridge,40.827655,-73.923906,Outdoor Kiosk,Bronx,2,BX63
648,BX,Free,LinkNYC - Citybridge,40.827825,-73.924833,Outdoor Kiosk,Bronx,2,BX63
649,BX,Free,LinkNYC - Citybridge,40.831467,-73.921747,Outdoor Kiosk,Bronx,2,BX63
650,BX,Free,LinkNYC - Citybridge,40.840248,-73.918194,Outdoor Kiosk,Bronx,2,BX26
651,BX,Free,LinkNYC - Citybridge,40.818942,-73.92837,Outdoor Kiosk,Bronx,2,BX63
652,BX,Free,LinkNYC - Citybridge,40.839445,-73.915848,Outdoor Kiosk,Bronx,2,BX63
653,BX,Free,LinkNYC - Citybridge,40.827356,-73.925223,Outdoor Kiosk,Bronx,2,BX63
654,BX,Free,LinkNYC - Citybridge,40.827552,-73.925903,Outdoor Kiosk,Bronx,2,BX63
655,BX,Free,LinkNYC - Citybridge,40.819886,-73.926847,Outdoor Kiosk,Bronx,2,BX63
656,BX,Free,LinkNYC - Citybridge,40.831543,-73.922645,Outdoor Kiosk,Bronx,2,BX63
657,BX,Free,LinkNYC - Citybridge,40.843881,-73.91293,Outdoor Kiosk,Bronx,2,BX41
658,BX,Free,LinkNYC - Citybridge,40.835133,-73.919797,Outdoor Kiosk,Bronx,2,BX63
659,BX,Free,LinkNYC - Citybridge,40.857756,-73.901091,Outdoor Kiosk,Bronx,2,BX40
660,BX,Free,LinkNYC - Citybridge,40.853764,-73.907899,Outdoor Kiosk,Bronx,2,BX36
661,BX,Free,LinkNYC - Citybridge,40.850548,-73.900954,Outdoor Kiosk,Bronx,2,BX41
662,BX,Free,LinkNYC - Citybridge,40.853028,-73.905076,Outdoor Kiosk,Bronx,2,BX41
663,BX,Free,LinkNYC - Citybridge,40.854346,-73.910218,Outdoor Kiosk,Bronx,2,BX36
664,BX,Free,LinkNYC - Citybridge,40.860215,-73.893059,Outdoor Kiosk,Bronx,2,BX05
665,BX,Free,LinkNYC - Citybridge,40.854764,-73.911439,Outdoor Kiosk,Bronx,2,BX36
666,BX,Free,LinkNYC - Citybridge,40.862152,-73.898396,Outdoor Kiosk,Bronx,2,BX40
667,BX,Free,LinkNYC - Citybridge,40.862086,-73.899521,Outdoor Kiosk,Bronx,2,BX40
668,BX,Free,LinkNYC - Citybridge,40.862313,-73.900314,Outdoor Kiosk,Bronx,2,BX40
669,BX,Free,LinkNYC - Citybridge,40.861349,-73.898023,Outdoor Kiosk,Bronx,2,BX40
670,BX,Free,LinkNYC - Citybridge,40.861655,-73.898581,Outdoor Kiosk,Bronx,2,BX40
671,BX,Free,LinkNYC - Citybridge,40.853043,-73.905552,Outdoor Kiosk,Bronx,2,BX41
672,BX,Free,LinkNYC - Citybridge,40.853157,-73.905403,Outdoor Kiosk,Bronx,2,BX41
673,BX,Free,LinkNYC - Citybridge,40.851878,-73.908976,Outdoor Kiosk,Bronx,2,BX41
674,BX,Free,LinkNYC - Citybridge,40.86063,-73.902369,Outdoor Kiosk,Bronx,2,BX40
675,BX,Free,LinkNYC - Citybridge,40.853842,-73.909388,Outdoor Kiosk,Bronx,2,BX36
676,BX,Free,LinkNYC - Citybridge,40.85393,-73.907502,Outdoor Kiosk,Bronx,2,BX36
677,BX,Free,LinkNYC - Citybridge,40.859154,-73.898553,Outdoor Kiosk,Bronx,2,BX40
678,BX,Free,LinkNYC - Citybridge,40.849486,-73.910931,Outdoor Kiosk,Bronx,2,BX41
679,BX,Free,LinkNYC - Citybridge,40.861174,-73.896444,Outdoor Kiosk,Bronx,2,BX05
680,BX,Free,LinkNYC - Citybridge,40.860027,-73.893343,Outdoor Kiosk,Bronx,2,BX05
681,BX,Free,LinkNYC - Citybridge,40.853881,-73.908662,Outdoor Kiosk,Bronx,2,BX36
682,BX,Free,LinkNYC - Citybridge,40.84873,-73.91147,Outdoor Kiosk,Bronx,2,BX41
683,BX,Free,LinkNYC - Citybridge,40.846169,-73.901951,Outdoor Kiosk,Bronx,2,BX41
684,BX,Free,LinkNYC - Citybridge,40.84833,-73.9099,Outdoor Kiosk,Bronx,2,BX41
685,BX,Free,LinkNYC - Citybridge,40.846646,-73.901392,Outdoor Kiosk,Bronx,2,BX41
686,BX,Free,LinkNYC - Citybridge,40.847574,-73.900766,Outdoor Kiosk,Bronx,2,BX41
687,BX,Free,LinkNYC - Citybridge,40.849093,-73.900031,Outdoor Kiosk,Bronx,2,BX41
688,BX,Free,LinkNYC - Citybridge,40.863114,-73.904575,Outdoor Kiosk,Bronx,2,BX30
689,BX,Free,LinkNYC - Citybridge,40.862644,-73.903244,Outdoor Kiosk,Bronx,2,BX30
690,BX,Free,LinkNYC - Citybridge,40.867329,-73.897193,Outdoor Kiosk,Bronx,2,BX05
691,BX,Free,LinkNYC - Citybridge,40.867371,-73.897645,Outdoor Kiosk,Bronx,2,BX30
692,BX,Free,LinkNYC - Citybridge,40.862855,-73.904547,Outdoor Kiosk,Bronx,2,BX30
693,BX,Free,LinkNYC - Citybridge,40.861993,-73.89183,Outdoor Kiosk,Bronx,2,BX05
694,BX,Free,LinkNYC - Citybridge,40.862347,-73.893894,Outdoor Kiosk,Bronx,2,BX05
695,BX,Free,LinkNYC - Citybridge,40.867627,-73.89873,Outdoor Kiosk,Bronx,2,BX30
696,BX,Free,LinkNYC - Citybridge,40.867829,-73.899576,Outdoor Kiosk,Bronx,2,BX30
697,BX,Free,LinkNYC - Citybridge,40.862685,-73.907548,Outdoor Kiosk,Bronx,2,BX30
698,BX,Free,LinkNYC - Citybridge,40.866588,-73.895654,Outdoor Kiosk,Bronx,2,BX05
699,BX,Free,LinkNYC - Citybridge,40.863665,-73.900512,Outdoor Kiosk,Bronx,2,BX30
700,BX,Free,LinkNYC - Citybridge,40.86487,-73.8928,Outdoor Kiosk,Bronx,2,BX05
701,BX,Free,LinkNYC - Citybridge,40.867038,-73.896537,Outdoor Kiosk,Bronx,2,BX05
702,BX,Free,LinkNYC - Citybridge,40.868698,-73.902101,Outdoor Kiosk,Bronx,2,BX28
703,MN,Free,LinkNYC - Citybridge,40.718033,-74.001016,Outdoor Kiosk,New York,1,MN24
704,MN,Free,LinkNYC - Citybridge,40.716033,-74.00257,Outdoor Kiosk,New York,1,MN24
705,MN,Free,LinkNYC - Citybridge,40.717828,-74.000962,Outdoor Kiosk,New York,1,MN24
706,MN,Free,LinkNYC - Citybridge,40.717241,-74.001739,Outdoor Kiosk,New York,1,MN24
707,MN,Free,LinkNYC - Citybridge,40.715484,-74.002667,Outdoor Kiosk,New York,1,MN24
760,MN,Free,Harlem,40.805097,-73.947042,Outdoor,New York,1,MN11
708,MN,Free,LinkNYC - Citybridge,40.717482,-74.001519,Outdoor Kiosk,New York,1,MN24
709,MN,Free,LinkNYC - Citybridge,40.720596,-73.994075,Outdoor Kiosk,New York,1,MN24
710,MN,Free,LinkNYC - Citybridge,40.718198,-74.000048,Outdoor Kiosk,New York,1,MN24
711,MN,Free,LinkNYC - Citybridge,40.732391,-73.991387,Outdoor Kiosk,New York,1,MN23
712,MN,Free,LinkNYC - Citybridge,40.738997,-74.000946,Outdoor Kiosk,New York,1,MN23
713,MN,Free,LinkNYC - Citybridge,40.73857,-73.999932,Outdoor Kiosk,New York,1,MN23
714,MN,Free,LinkNYC - Citybridge,40.739677,-74.002735,Outdoor Kiosk,New York,1,MN23
715,MN,Free,LinkNYC - Citybridge,40.736387,-73.994742,Outdoor Kiosk,New York,1,MN23
716,MN,Free,LinkNYC - Citybridge,40.737805,-73.998106,Outdoor Kiosk,New York,1,MN23
717,MN,Free,LinkNYC - Citybridge,40.725335,-74.007554,Outdoor Kiosk,New York,1,MN24
718,MN,Free,LinkNYC - Citybridge,40.730258,-74.006629,Outdoor Kiosk,New York,1,MN23
719,MN,Free,LinkNYC - Citybridge,40.727978,-74.006987,Outdoor Kiosk,New York,1,MN24
720,MN,Free,LinkNYC - Citybridge,40.732308,-74.006415,Outdoor Kiosk,New York,1,MN23
721,BK,Limited Free,ALTICEUSA,40.658385,-73.887583,Outdoor,Brooklyn,3,BK82
722,BX,Limited Free,ALTICEUSA,40.825696,-73.927311,Outdoor,Bronx,2,BX63
723,BX,Limited Free,ALTICEUSA,40.825815,-73.927731,Outdoor,Bronx,2,BX63
724,BX,Limited Free,ALTICEUSA,40.825947,-73.928134,Outdoor,Bronx,2,BX63
725,BX,Limited Free,ALTICEUSA,40.826103,-73.928537,Outdoor,Bronx,2,BX63
726,BX,Limited Free,ALTICEUSA,40.826378,-73.929249,Outdoor,Bronx,2,BX63
727,BX,Limited Free,ALTICEUSA,40.826567,-73.926762,Outdoor,Bronx,2,BX63
728,BX,Limited Free,ALTICEUSA,40.82707,-73.926461,Outdoor,Bronx,2,BX63
729,BX,Limited Free,ALTICEUSA,40.827868,-73.926903,Outdoor,Bronx,2,BX63
730,BX,Limited Free,ALTICEUSA,40.828149,-73.927457,Outdoor,Bronx,2,BX63
731,BX,Limited Free,ALTICEUSA,40.827902,-73.928356,Outdoor,Bronx,2,BX63
732,BX,Limited Free,ALTICEUSA,40.827799,-73.928565,Outdoor,Bronx,2,BX63
733,BK,Limited Free,ALTICEUSA,40.57776,-73.94556,Outdoor,Brooklyn,3,BK17
734,BK,Limited Free,ALTICEUSA,40.57798,-73.94355,Outdoor,Brooklyn,3,BK17
735,BK,Limited Free,ALTICEUSA,40.57696,-73.94359,Outdoor,Brooklyn,3,BK17
736,BK,Limited Free,ALTICEUSA,40.57687,-73.94459,Outdoor,Brooklyn,3,BK17
737,BK,Limited Free,ALTICEUSA,40.57817,-73.94182,Outdoor,Brooklyn,3,BK17
738,BK,Limited Free,ALTICEUSA,40.57829,-73.94091,Outdoor,Brooklyn,3,BK17
739,BK,Limited Free,ALTICEUSA,40.57843,-73.93907,Outdoor,Brooklyn,3,BK17
740,BK,Limited Free,ALTICEUSA,40.57838,-73.93992,Outdoor,Brooklyn,3,BK17
741,BK,Limited Free,ALTICEUSA,40.57811,-73.94273,Outdoor,Brooklyn,3,BK17
742,BK,Limited Free,ALTICEUSA,40.57787,-73.9446,Outdoor,Brooklyn,3,BK17
743,BK,Limited Free,ALTICEUSA,40.57622,-73.94552,Outdoor,Brooklyn,3,BK17
744,BK,Limited Free,ALTICEUSA,40.5761,-73.94698,Outdoor,Brooklyn,3,BK17
745,BK,Limited Free,ALTICEUSA,40.57696,-73.94359,Outdoor,Brooklyn,3,BK17
746,BK,Limited Free,ALTICEUSA,40.57696,-73.94359,Outdoor,Brooklyn,3,BK17
747,BK,Limited Free,ALTICEUSA,40.57687,-73.94459,Outdoor,Brooklyn,3,BK17
748,BK,Limited Free,ALTICEUSA,40.70254,-73.923816,Outdoor,Brooklyn,3,BK77
749,BK,Limited Free,ALTICEUSA,40.703041,-73.923628,Outdoor,Brooklyn,3,BK77
750,MN,Free,Chelsea,40.74158329,-74.00471091,Outdoor,New York,1,MN13
751,MN,Free,Chelsea,40.74104678,-74.0018034,Outdoor,New York,1,MN13
752,MN,Free,Chelsea,40.74363172,-74.00591791,Outdoor,New York,1,MN13
753,MN,Free,Chelsea,40.74210214,-74.00421108,Outdoor,New York,1,MN13
754,MN,Free,Harlem,40.810014,-73.937553,Outdoor,New York,1,MN03
755,MN,Free,Harlem,40.795988,-73.947426,Outdoor,New York,1,MN33
756,MN,Free,Harlem,40.808227,-73.952457,Outdoor,New York,1,MN11
757,MN,Free,Harlem,40.807543,-73.952793,Outdoor,New York,1,MN11
758,MN,Free,Harlem,40.811042,-73.941404,Outdoor,New York,1,MN03
759,MN,Free,Harlem,40.798959,-73.952396,Outdoor,New York,1,MN11
761,MN,Free,Harlem,40.80409,-73.948564,Outdoor,New York,1,MN11
762,MN,Free,Harlem,40.809888,-73.939012,Outdoor,New York,1,MN03
763,MN,Free,Harlem,40.808338,-73.948989,Outdoor,New York,1,MN11
764,MN,Free,Harlem,40.814105,-73.940443,Outdoor,New York,1,MN03
765,MN,Free,Harlem,40.815132,-73.939685,Outdoor,New York,1,MN03
766,MN,Free,Harlem,40.814563,-73.94003,Outdoor,New York,1,MN03
767,MN,Free,Harlem,40.797467,-73.950717,Outdoor,New York,1,MN99
768,MN,Free,Harlem,40.799703,-73.950994,Outdoor,New York,1,MN11
769,MN,Free,Harlem,40.799435,-73.950994,Outdoor,New York,1,MN11
770,MN,Free,Harlem,40.803786,-73.946159,Outdoor,New York,1,MN11
771,BK,Free,Downtown Brooklyn,40.69186,-73.988721,Outdoor,Brooklyn,3,BK38
772,BK,Free,Downtown Brooklyn,40.691677,-73.988841,Outdoor,Brooklyn,3,BK38
773,BK,Free,Downtown Brooklyn,40.691569,-73.988711,Outdoor,Brooklyn,3,BK38
774,BK,Free,Downtown Brooklyn,40.690137,-73.983226,Outdoor,Brooklyn,3,BK38
775,BK,Free,Downtown Brooklyn,40.690072,-73.982325,Outdoor,Brooklyn,3,BK38
776,QU,Free,LinkNYC - Citybridge,40.697047,-73.837293,Outdoor Kiosk,Queens,4,QN54
777,QU,Free,LinkNYC - Citybridge,40.697902,-73.835657,Outdoor Kiosk,Queens,4,QN54
778,QU,Free,LinkNYC - Citybridge,40.698095,-73.834847,Outdoor Kiosk,Queens,4,QN54
779,QU,Free,LinkNYC - Citybridge,40.704687,-73.79662,Outdoor Kiosk,Queens,4,QN61
780,BK,Free,Downtown Brooklyn,40.690233,-73.981328,Outdoor,Brooklyn,3,BK68
781,BK,Free,Downtown Brooklyn,40.689967,-73.981214,Outdoor,Brooklyn,3,BK68
782,BK,Free,Downtown Brooklyn,40.689989,-73.980928,Outdoor,Brooklyn,3,BK68
783,BK,Free,Downtown Brooklyn,40.690622,-73.981414,Outdoor,Brooklyn,3,BK68
784,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn,3,BK09
785,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn,3,BK09
786,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn,3,BK09
787,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn,3,BK09
788,BK,Free,Downtown Brooklyn,40.690883,-73.989635,Outdoor,Brooklyn,3,BK09
789,QU,Free,LinkNYC - Citybridge,40.703895,-73.799018,Outdoor Kiosk,Queens,4,QN61
790,QU,Free,LinkNYC - Citybridge,40.705839,-73.79373,Outdoor Kiosk,Queens,4,QN61
791,QU,Free,LinkNYC - Citybridge,40.701853,-73.806477,Outdoor Kiosk,Queens,4,QN61
792,QU,Free,LinkNYC - Citybridge,40.701827,-73.807661,Outdoor Kiosk,Queens,4,QN61
793,QU,Free,LinkNYC - Citybridge,40.706507,-73.792368,Outdoor Kiosk,Queens,4,QN61
794,QU,Free,LinkNYC - Citybridge,40.704355,-73.797865,Outdoor Kiosk,Queens,4,QN61
795,QU,Free,LinkNYC - Citybridge,40.704216,-73.797743,Outdoor Kiosk,Queens,4,QN61
796,QU,Free,LinkNYC - Citybridge,40.705143,-73.795897,Outdoor Kiosk,Queens,4,QN61
797,QU,Free,LinkNYC - Citybridge,40.704609,-73.796801,Outdoor Kiosk,Queens,4,QN61
798,MN,Free,Harlem,40.798806,-73.949975,Outdoor,New York,1,MN11
799,MN,Free,Harlem,40.802617,-73.943026,Outdoor,New York,1,MN34
800,MN,Free,Harlem,40.801832,-73.943462,Outdoor,New York,1,MN34
801,MN,Free,Harlem,40.801112,-73.943796,Outdoor,New York,1,MN34
802,MN,Free,Harlem,40.797335,-73.946924,Outdoor,New York,1,MN33
803,MN,Free,Harlem,40.799721,-73.944932,Outdoor,New York,1,MN34
804,MN,Free,Harlem,40.797893,-73.946259,Outdoor,New York,1,MN34
805,BK,Limited Free,SPECTRUM,40.677193,-74.008723,Outdoor,Brooklyn,3,BK33
806,BK,Limited Free,SPECTRUM,40.677193,-74.008723,Outdoor,Brooklyn,3,BK33
807,BK,Limited Free,SPECTRUM,40.677193,-74.008723,Outdoor,Brooklyn,3,BK33
808,QU,Limited Free,SPECTRUM,40.73121,-73.774084,Outdoor TWC Aerial,Queens,4,QN41
809,QU,Limited Free,SPECTRUM,40.730544,-73.776718,Outdoor TWC Aerial,Queens,4,QN41
810,QU,Limited Free,SPECTRUM,40.730124,-73.773857,Outdoor,Queens,4,QN99
811,QU,Limited Free,SPECTRUM,40.730124,-73.773857,Outdoor,Queens,4,QN99
812,QU,Limited Free,SPECTRUM,40.726811,-73.775861,Outdoor TWC Aerial,Queens,4,QN99
813,QU,Limited Free,SPECTRUM,40.729869,-73.773841,Outdoor,Queens,4,QN99
814,MN,Limited Free,SPECTRUM,40.772005,-73.982384,Outdoor,New York,1,MN14
815,BK,Limited Free,SPECTRUM,40.61299,-74.012924,Outdoor,Brooklyn,3,BK99
816,QU,Limited Free,SPECTRUM,40.730822,-73.884479,Outdoor TWC Aerial,Queens,4,QN29
817,QU,Limited Free,SPECTRUM,40.730489,-73.8842,Outdoor TWC Aerial,Queens,4,QN29
818,QU,Limited Free,SPECTRUM,40.728838,-73.883751,Outdoor TWC Aerial,Queens,4,QN29
819,MN,Limited Free,SPECTRUM,40.771442,-73.988109,Outdoor,New York,1,MN14
820,MN,Limited Free,SPECTRUM,40.771442,-73.988109,Indoor,New York,1,MN14
821,MN,Limited Free,SPECTRUM,40.771442,-73.988109,Indoor,New York,1,MN14
822,MN,Limited Free,SPECTRUM,40.771442,-73.988109,Indoor,New York,1,MN14
823,MN,Limited Free,SPECTRUM,40.771442,-73.988109,Indoor,New York,1,MN14
824,MN,Limited Free,SPECTRUM,40.771442,-73.988109,Indoor,New York,1,MN14
825,SI,Limited Free,SPECTRUM,40.59205,-74.139087,Outdoor TWC Aerial,Staten Island,5,SI05
826,SI,Limited Free,SPECTRUM,40.591904,-74.138573,Outdoor TWC Aerial,Staten Island,5,SI05
827,SI,Limited Free,SPECTRUM,40.592023,-74.138056,Outdoor TWC Aerial,Staten Island,5,SI05
828,SI,Limited Free,SPECTRUM,40.591847,-74.139153,Indoor,Staten Island,5,SI05
829,SI,Limited Free,SPECTRUM,40.59203,-74.13812,Indoor,Staten Island,5,SI05
830,MN,Limited Free,SPECTRUM,40.71996,-73.981478,Indoor,New York,1,MN28
831,MN,Limited Free,SPECTRUM,40.720102,-73.981299,Outdoor,New York,1,MN28
832,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn,3,BK38
833,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn,3,BK38
834,BK,Free,Downtown Brooklyn,40.689319,-73.987162,Outdoor,Brooklyn,3,BK38
835,BK,Limited Free,ALTICEUSA,40.702978,-73.924737,Outdoor,Brooklyn,3,BK77
836,BK,Limited Free,ALTICEUSA,40.703308,-73.924087,Outdoor,Brooklyn,3,BK77
837,BK,Limited Free,ALTICEUSA,40.603993,-73.930671,Indoor,Brooklyn,3,BK99
838,BK,Limited Free,ALTICEUSA,40.604068,-73.93076,Indoor,Brooklyn,3,BK99
839,BK,Limited Free,ALTICEUSA,40.605008,-73.930027,Outdoor,Brooklyn,3,BK99
840,BK,Limited Free,ALTICEUSA,40.606029,-73.928466,Outdoor,Brooklyn,3,BK45
841,BK,Limited Free,ALTICEUSA,40.604383,-73.931063,Outdoor,Brooklyn,3,BK99
842,BX,Limited Free,ALTICEUSA,40.840657,-73.842668,Outdoor,Bronx,2,BX37
843,BX,Limited Free,ALTICEUSA,40.840657,-73.842668,Outdoor,Bronx,2,BX37
844,BX,Limited Free,ALTICEUSA,40.840672,-73.842602,Indoor,Bronx,2,BX37
845,BX,Limited Free,ALTICEUSA,40.846052,-73.82495,Outdoor,Bronx,2,BX10
846,BX,Limited Free,ALTICEUSA,40.894246,-73.896288,Outdoor,Bronx,2,BX99
847,BX,Limited Free,ALTICEUSA,40.893739,-73.89622,Outdoor,Bronx,2,BX99
848,BX,Limited Free,ALTICEUSA,40.844468,-73.88169,Outdoor,Bronx,2,BX17
849,BX,Limited Free,ALTICEUSA,40.844141,-73.881968,Outdoor,Bronx,2,BX17
850,BX,Limited Free,ALTICEUSA,40.876541,-73.87845,Indoor,Bronx,2,BX43
851,BX,Limited Free,ALTICEUSA,40.876827,-73.878725,Indoor,Bronx,2,BX43
852,BX,Limited Free,ALTICEUSA,40.876855,-73.878874,Indoor,Bronx,2,BX43
853,BX,Limited Free,ALTICEUSA,40.876643,-73.878542,Indoor,Bronx,2,BX43
854,BX,Limited Free,ALTICEUSA,40.878445,-73.87548,Outdoor,Bronx,2,BX43
855,BX,Limited Free,ALTICEUSA,40.876788,-73.876273,Outdoor,Bronx,2,BX43
856,BX,Limited Free,ALTICEUSA,40.877001,-73.879322,Outdoor,Bronx,2,BX43
857,BX,Limited Free,ALTICEUSA,40.876099,-73.877384,Outdoor,Bronx,2,BX43
858,BX,Limited Free,ALTICEUSA,40.8762,-73.878749,Outdoor,Bronx,2,BX43
859,BK,Limited Free,ALTICEUSA,40.65831,-73.94406,Outdoor,Brooklyn,3,BK60
860,MN,Free,Manhattan Down Alliance,40.7066002,-74.0031967,Outdoor,New York,1,MN25
861,MN,Free,Manhattan Down Alliance,40.705101,-74.0026016,Outdoor,New York,1,MN23
862,MN,Free,Manhattan Down Alliance,40.7047997,-74.0022964,Outdoor,New York,1,MN25
863,MN,Free,Manhattan Down Alliance,40.7070999,-74.0049973,Outdoor,New York,1,MN25
864,MN,Free,Manhattan Down Alliance,40.706501,-74.0045013,Outdoor,New York,1,MN25
865,MN,Free,Manhattan Down Alliance,40.7062988,-74.0061035,Outdoor,New York,1,MN25
866,MN,Free,Manhattan Down Alliance,40.7048988,-74.0093002,Outdoor,New York,1,MN25
867,MN,Free,Manhattan Down Alliance,40.7047005,-74.0089035,Outdoor,New York,1,MN25
868,MN,Free,Manhattan Down Alliance,40.7047005,-74.0083008,Outdoor,New York,1,MN25
869,MN,Free,Chelsea,40.74319278,-74.00738776,Outdoor,New York,1,MN13
870,MN,Free,Chelsea,40.74259125,-74.00506496,Outdoor,New York,1,MN13
871,MN,Free,Chelsea,40.74183935,-74.00325716,Outdoor,New York,1,MN13
872,MN,Free,Chelsea,40.74275383,-74.00767207,Outdoor,New York,1,MN13
873,MN,Free,Chelsea,40.73948602,-74.00626659,Outdoor,New York,1,MN23
874,MN,Free,Chelsea,40.74440799,-74.00663674,Outdoor,New York,1,MN13
875,MN,Free,Chelsea,40.74260751,-74.0042603,Outdoor,New York,1,MN13
876,MN,Free,Chelsea,40.74247745,-74.00296211,Outdoor,New York,1,MN13
877,MN,Free,Chelsea,40.74229862,-74.00070906,Outdoor,New York,1,MN13
878,MN,Free,Chelsea,40.74369675,-74.00701761,Outdoor,New York,1,MN13
879,MN,Free,Chelsea,40.74155484,-74.00111139,Outdoor,New York,1,MN13
880,MN,Free,Chelsea,40.74190031,-74.00185704,Outdoor,New York,1,MN13
881,MN,Free,Chelsea,40.74398938,-74.00341272,Outdoor,New York,1,MN13
882,MN,Free,Chelsea,40.74099801,-74.0054512,Outdoor,New York,1,MN13
883,MN,Free,Chelsea,40.74025828,-74.00600374,Outdoor,New York,1,MN23
884,MN,Free,Chelsea,40.74340615,-74.00521517,Outdoor,New York,1,MN13
885,MN,Free,Chelsea,40.74277009,-74.00171757,Outdoor,New York,1,MN13
886,MN,Free,Chelsea,40.74094924,-74.00340199,Outdoor,New York,1,MN13
887,MN,Free,Chelsea,40.74324155,-74.00680304,Outdoor,New York,1,MN13
888,MN,Free,Chelsea,40.74343663,-74.00364876,Outdoor,New York,1,MN13
889,MN,Free,Chelsea,40.74027454,-74.00197506,Outdoor,New York,1,MN13
941,BK,Free,AT&T,40.7201,-73.9502,Outdoor,Brooklyn,3,BK73
